SIG. TOP,Código,NOMBRE AUTOR,TITULO LIBRO,Edición,Cant.
614/A77-ESEN,ESEN-4197,"Arroyo, Juan",Derecho a la salud de las personas con discapacidad,2006,1
378.853/M22-ESEN,ESEN-4199,"Manzanares Caceres, Dante",Modelo organizacional para un desarrollo acadèmico  de la UNJBG articulado al desarrollo regional,2003,1
611/T47-ESEN,ESEN-4200,"THIBODEAU, Gary; PATTON, Kevin",Estructura y funciòn del cuerpo humano,2012,1
610.730/R47-ESEN,"ESEN-4201, 4302-4303","Reyes Gomez, Eva",Fundamentos de enfermería; ciencia metodología y tecnología,2015,3
610.73/R18-ESEN,ESEN-4202,"Raile Alligood, Martha",Modelos y Teorias en Enfermería,2015,1
610.73/C5-ESEN,"ESEN-4204, 4270-4271","Bulechek, Gloria M./Butcher, Howard K./McCloskey Dochterman, Joanne",Clasificaciòn de intervenciones de enfermerìa (NIC),2013,3
610.73/P79-ESEN,"ESEN-4205, 4223","Potter, Patricia A. y otros",Fundamentos de enfermerìa,2013,2
610.7361/A95-ESEN,ESEN-4208,"Ayuso Murillo, Diego; Gimeno, Begoña de Andrès",Gestiòn de la calidad de cuidados en enfermerìa: seguridad del paciente,2015,1
614.3/M26-ESEN,ESEN-4209,"Martinez Gonzàlez, Miguel Angel",Conceptos de salud pùblica y estrategias preventivas: un manual para ciencias de la salud,2013,1
614.1/D69-ESEN,ESEN-4210,"Dìaz-Ambrona Bardajì, Marìa Dolores y otros",Manual de enfermerìa legal y forense,2012,1
618.92/M36-ESEN,ESEN-4211,"Medina Aragon, Francisco Javier",Cuidado holìstico del niño y del adolescente,2012,1
610.73/G77-ESEN,ESEN-4212,"Granados Gàmez, Genoveva",Aplicaciòn de las ciencias psicosociales al àmbito del cuidar,2014,1
610.73/R98-ESEN,ESEN-4213,"Ruyman Brito, Pedro y Aguirre, Armando",El diagnòstico psicosocial desde una perspectiva enfermera,2014,1
610.73/G75-ESEN,ESEN-4214,"Gottlieb, Laurie N.",Cuidados de enfermerìa sobre la base de los puntos fuertes,2015,1
618.92/M36-ESEN,ESEN4216,"Crespo Blanco, Cristina Martín; Medina Aragon, Francisco Javier",Atención avanzada del niño y adolescente con problemas de salud I. Enfermería del Niño y del Adolescente,2012,1
610.7/G62-ESEN,ESEN-4217,"Gómez, Domingo",Enfermería Conceptos generales,2015,1
615.5/P81-ESEN,"ESEN-4218, 4224","Pous de la Flor, Paz; Serrano López, Dolores Remedios",Enfermería en prescripción Uso y manejo de fármacos y productos sanitarios,2015,2
610.7343/S42-ESEN,ESEN-4220,"Serradell Cabra, Armando; Cateura López, Pablo",Enfermería en Urgencias,2007,1
612.39/Y48-ESEN,ESEN-4221,"Lim, Ming Yeong",Lo esencial en Metabolismo y Nutrición,2013,1
610.73/V27-ESEN,ESEN-4225,"Valverde Molina, Irma; Mendoza Caballero, Nancy Angélica",Enfermería Pediátrica,2013,1
174/C25-ESEN,ESEN-4226,"Cantú Martínez, Pedro César",Bioética e investigación en Salud,2015,1
610.73/H41-ESEN,ESEN-4227,NANDA Internacional,Diagnosticos Enfermeros 2015-2017,2014,3
305.26/G62-ESEN,ESEN-4228,"Posada Díaz, Alvaro; Gómez Ramírez, Juan Fernando; Ramírez Gómez, Humberto",El Niño Sano Una visión Integral 4ta. Ed.,2016,1
618.92/M34-ESEN,ESEN-4229,"Meadows, Mikki; Oliver",Enfermería Pediátrica Enfermería Facil,2016,1
618.92/C76-ESEN,ESEN-4230,"Concha, Ida; Hirsch, Tamara",Manual de Urgencias Pediátricas,2015,1
618.92/B96-ESEN,ESEN-4231,"Bustamante Ugando, Juan Carlos; Vega Rangel, Rosa Valentina",Manual Práctico de Procedimientos en Pediatría,2016,1
610.7343/A95-ESEN,ESEN-4232,"Ayudo Murillo, Diego: Tejedor Muñoz, Lourdes; Serrano Gil, Alfonso",Enfermería Familiar y Comunitaria Actividad Asistencial y Aspectos Etico-Jurídicos,2015,1
641.56/F97-ESEN,ESEN-4233,"Fuernes, Raquel A.; Láquis, Mariana B.","Nutrición Infantil en Lactantes, Niños y Adolescentes",2016,1
611/F89-ESEN,ESEN-4234,"Fuentes Santoyo, Rogelio","Anatomía, Fisiología y Ciencias de la Salud",2012,1
618.92/C25-ESEN,ESEN-4235,Canet Vélez Olga,Atención Integral en Pediatría desde la Pedagogía Hospitalaria,2016,1
614.4/G74-ESEN,ESEN-4236,"Gordis, Leon",Epidemiología,2014,1
614.4/F57-ESEN,ESEN-4237,"Fletcher, Robert; Fletcher, Suzanne W.",Epidemiología Clínica 5ta. Ed.,2016,1
615.5/M13-ESEN,ESEN-4238,"Machado Alba, Jorge Enrique",Farmacompendio Dosificaciones Adultas y Pediátricas 2da. Ed.,2016,1
615/A49-ESEN,"ESEN-4239, 4311-4312","Alvarez Lopez, Jorge; Flores González, Jesús",Guía Farmacológica Pediátrica en Tratamiento Parental y Cuidados de Enfermería,2016,3
618.92/N29-ESEN,ESEN-4240,"Almagro Colorado, Ana; Castell Daganzo, Jesús",Manual de Clasificación y Triaje del paciente Pediátrico en Urgencias,2015,1
618.92/V28-ESEN,ESEN-4241,"Van Esso Arbolave, Diego L.; Marés Bermúdez",Manual de Vacunas Pediátricas para Atención Primaria,2016,1
616/H46-ESEN,ESEN-4242,"Herrera Fernández, Fernando",Historia Natural de 78 Enfermedades. Manual Gráfico,2016,1
610.73/P43-ESEN,ESEN-4243,"Perrecone, Mary R,",Manual de diagnóstico de Enfermería Medicoquirúrgica 13.º Ed.,2016,1
618.92/B26-ESEN,ESEN-4244,"Basso, Graciela",Neurodesarrollo en Neonatología. Intervención ultratemprana en la Unidad de Cuidados Intensivos Neonatales,2016,1
618.92/J55-ESEN,ESEN-4245,"Jiménez Treviño, Carlos Manuel",Evaluación de los Reflejos de Maduración del Sistema Nervioso Central,2016,1
610.73/L65-ESEN,ESEN-4246,"Lynn, Pamela",Enfermería Clínica de Taylor 4ta. Ed.,2017,1
618.92/B45-ESEN,ESEN-4247,"Bermudez R., Martha Luz",Ambliopía desde la optometría Pediátrica,2015,1
618.97/P19-ESEN,ESEN-4248,"Palencia Avila, Martha",Calidad de la atención al Final de la Vida,2014,1
174.95/P44-ESEN,ESEN-4249,"Pérez de Pio, María Isabel",Enseñanza de Bioética en la Globalización de la Salud Nuevo Paradigma global de salud,2015,1
574.5/R76-ESEN,ESEN-4250,"Rodriguez Valbuena, Danilo",El medio ambiente y la Salud Humana,2015,1
574.5/C35-ESEN,ESEN-4251,"Castro Albarran, Juan Manuel; Palacios Nava, Martha E. y otros","Salud, Ambiente y Trabajo",2014,1
610.73/R73-ESEN,ESEN-4252,"Rodrigo, María Teresa Luis",Enfermería Clínica Cuidados Enfermeros a las personas con trastornos de Salud,2015,1
610.73/M86-ESEN,ESEN-4253,"Morillo Rodríguez, Javier",Enfermería Clínica I Cuidados Generales y Especialidades médico-quirúrgicas,2016,1
612/U77-ESEN,ESEN-4254,"URIBE MEZA, Adolfo",Manual para el Examen Físico del normal y métodos de exploración 4a Ed,2016,1
610/M86-ESEN,ESEN-4255,"Moreno Monsiváis, María Guadalupe; Interial Guzmán, María Guadalupe",Calidad y Seguridad en la Atención del Paciente,2016,1
610.7/M86-ESEN,ESEN-4256,"Moreno Monsiváis, María Guadalupe; Interial Guzmán, María Guadalupe",Fundamentos para el manejo del dolor posoperatorio Gestión de Enfermería,2015,1
"610,7/P43-ESEN",ESEN-4257,"Perry, Anne Griffin; Potter Patricia A.",Guía Mosby de Habilidades y Procedimientos en Enfermería,2015,1
174/P26-ESEN,ESEN-4258,"Pardo Sáenz, José María",Al Servicio del Enfermo Conversaciones con el Dr. Gonzalo Herranz,2015,1
610.7/W35-ESEN,ESEN-4259,"Weeb, Adele",Enfermería Facil Procedimientos en Enfermería,2016,1
610.73/S17-ESEN,ESEN-4260,"Salas Cuevas, Consuelo B.; Alvarez Arredondo, Luis Marat",Educación para la salud Tercera Ed.,2015,1
618.2/M41-ESEN,ESEN-4261,"Melero Jiménez, Victoria y Fajardo Expósito, María Antonia","Atención al embarazo, parto y puerperio",2015,1
610.73/M191-ESEN,ESEN-4262,"Myers, Ehren",Notas de Enfermería Cuarta Ed.,2015,1
618.9/C576-ESEN,ESEN-4263,"Chuck Sepúlveda, Jorge Adrián",Bioética en Pediatría,2015,1
610.7361/O65-ESEN,ESEN-4264,OMS/OPS. ,Preparación de los profesionales de la atención de salud,2005,1
610.7362/T18-ESEN,ESEN-4265-4266,"Nascimento Tamez, Raquel; Pantoja Silva, María Jones",Enfermería en la Unidad de Cuidados Intensivos Neonatal Asistencia del Recién Nacido de Alto Riesgo,2010,2
610.73/L99-ESEN,ESEN-4267-4269,"Lynn, Pamela",Enfermería Clínica de Taylor Competencias Básicas 3ra. Ed. V I,2012,3
610.7362/S37-ESEN,ESEN-4290-4291,"Sellán Soto, María Carmen; Vázquez Sellán, Antonio",Cuidados Neonatales en Enfermería,2017,2
610.7368/G14-ESEN,ESEN-4292-4293,"Galiana Roch, José Luis",Enfermería Psiquiátrica,2016,2
610.7367/S23-ESEN,ESEN-4294-4295,"Sánchez Guerrero, Juventina",La Enfermera de la Unidad Quirúrgica,2011,2
610.73/E18-ESEN,ESEN-4296-4297,"Echevarría Perez, Paloma",Investigación en Metodología y Lenguajes Enfermeros,2016,2
610.736/W79-ESEN,ESEN-4298-4301,"Woodruff, David W.",Enfermería Facil Enfermería del Paciente en Estado Crítico 4ta. Ed.,2016,4
610.73/B45-ESEN,ESEN-4304-4307,"BERMAN, Audrey, SNYDER, Shirlee","Fundamentos de Enfermería Conceptos, proceso y práctica V. I",2013,4
610.7367/S98-ESEN,ESEN-4308,"Swearringen, Pamela L.",Manual de Enfermería Médico-quirúrgica 6ta Ed.,2008,1
615.32/r21-ESEN,ESEN-4320,Mgr. Ramiro Valdivia Rodriguez,Fichas de Plantas Medicinales,2018,1
615.85/R21-ESEN,ESEN-4321,Mgr. Ramiro Valdivia Rodriguez,Fitoterapia: El Poder Curativo de las Plantas,2018,1
616.075/H41-ESEN,ESEN-4323,NANDA Internacional,Diagnósticos Enfermeros 2018-2020,2017,1
610.73/M86-ESEN,ESEN-4324,"Moorhead, Sue, Johnson, Marion;  y otros",Clasificación de Resultados de Enfermería (NOC) Sexta Edición,,1
"610,73/B91-ESEN",ESEN-4325,"Butcher, Howard y otros",Clasificación de Intervenciones de Enfermería (NIC) Séptima edición,2018,1
618.92/E96-ESEN,ESEN-4326-4327,"Evans, Marilyn; Hansen, Beverly",Enfermería Pediátrica Guía Clínica,1983,2
618.92/M26-ESEN,ESEN-4328,Marlow y Redding,Enfermería Pediátrica El Lactante el niño de 1 a 3 años,1991,1
618.92/M26-ESEN,ESEN-4329,Marlow y Redding,"Enfermería Pediátrica El Preescolar, El escolar pubertad y adolescencia",1991,1
618.92/B84-ESEN,ESEN-4330,"Broadribb, Violet",Enfermería Pediátrica,1983,1
618.92/C57-ESEN,ESEN-4331,"Chow, Marilyn P.",Manual de Enfermería Pediátrica,1983,1
617/E42-ESEN,ESEN-4332-4334,"Ellis, Harold; Wastell, Christopher",Cirugía General para Enfermeras,1985,3
618.3/B97-ESEN,ESEN-4335-4336,"Butnarescu, Glenda Fregia",Enfermería Perinatal Salud en la Reproducción V1,1982,2
618.3/B97-ESEN,ESEN-4337,"Butnarescu, Glenda Fregia",Enfermería Perinatal Riesgos en la Reproducción V2,1983,1
610.7361/K58-ESEN,ESEN-4341,"Kitt, Stephanie; Kaiser, June",Urgencias en Enfermería,1992,1
610.7361/J72-ESEN,ESEN-4343,"Jones, Gary J.",Colección Limusa de Enfermería Práctica. Atención de Enfermería en el Servicio de Urgencias,1991,1
610.72/K83-ESEN,ESEN-4344,"Kron, Thora",Liderazgo y Administración en Enfermería,1983,1
610.72/V71-ESEN,ESEN-4345,"Di Vincenti, Marie",Administración de los servicios de enfermería,1989,1
610.72/B17-ESEN,ESEN-4346,"BALDERAS PEDRERO, Ma. De la Luz",Administración de los servicios de enfermería,1988,1
610.73/B47-ESEN,ESEN-4347,"Bethea, Doris C.",Enfermería Materno Infantil,1987,1
610.73/F84-ESEN,ESEN-4348,"Friesner, Arlene",Enfermería Materno Infantil,1984,1
304.3/T57-ESEN,ESEN-4349,"Tinkham, Catherine W.",Enfermería Social Evolución y Procedimientos,1981,1
519/l66-ESEN,ESEN-4350,"Lipsey, Sally Irene",Aritmética para Enfermería,1984,1
610.73/T21-ESEN,ESEN-4351,"Taptich, Barbara",Diagnóstico de Enfermería y Planeación de cuidados,1992,1
610.73/G81-ESEN,ESEN-4352,"Griffith, Janet","Proceso de atención de Enfermería Aplicación de Teorías, Guías y Modelos",1986,1
610.73/M26-ESEN,ESEN-4353,"Marriner, Ann",El Proceso de Atención de Enfermería Un enfoque Científico,1983,1
610.73/H-ESEN,ESEN-4357,"División de Enfermería Hospital ""Severo Ochoa· Atención Especializada Area 9 - Madrid",Manual de Técnicas y Procedimientos de Enfermería,1990,1
"616,89/C87-ESEN",ESEN-4359,"Crawford, Annie Laurie",Enfermería Psiquiátrica y Salud Mental,1987,1
610.7343/T95-ESEN,ESEN-4360,"Turton, Pat; Orr, Jean",Enfermería Comunitaria,1992,1
610.7349/M19-ESEN,ESEN-4361,"García,Loretta Malm","Enfermería en Desastres Planificación, Evaluación e Intervención",1989,1
617.03/B85-ESEN,ESEN-4362,"Brunner, Nancy A.","Ortopedia para Enfermeras, Sistema Programado",1987,1
617.03/H71-ESEN,ESEN-4363,"Holland, Jeanne M.","Enfermería Cardiovascular, Prevención, Tratamiento y Rehabilitación",1982,1
610.7369/C72-ESEN,ESEN-4364,"Cock, Diego Rosselli",Lo que el enfermo y su familia deben saber acerca de la epilepsia,1987,1
610.73/P43-ESEN,ESEN-4367,"Pérez, Evangelina; Fernández, Ana",Auxiliar de Enfermería,1992,1
370/K72-ESEN,ESEN-4368,"Kohnke, Mary F.",Asesoría Profesional en Servicios de Enfermería,1981,1
100/P28-ESEN,ESEN-4369,"Paterson, Josephine, G; Zderad, Loretta T.",Enfermería Humanística,1990,1
574/M97-ESEN,ESEN-4370,"Murray, Patrick R.; Rosenthal, Ken S.",Microbiologia médica 9a Ed,2022,1
616.02/M36-ESEN,ESEN-4371,"Medina, Alejandro",Primeros auxilios e inyectables manual práctico,2023,1
615.7/M87-ESEN,ESEN-4372,"Mosquera, J. M.; Galdos, P.",Farmacología Clínica para enfermería,2005,1
